Name,Elevation (m),lat,lon
Rossgundkopf,2139,47.31946,10.23356
Alpgundkopf,2177,47.32221,10.23758
Grießgundkopf,2164,47.3236352,10.239598
Rossgundturm,2066,47.31674,10.23614
Heiterberg,2188,47.281729,10.0901371
Älpelesspitze,2161,47.2839845,10.0909815
Weißer Schrofen,2145,47.279709,10.095965
Höferspitze,2131,47.274088,10.10141
Üntschenspitze,2135,47.304187,10.0606904
Unknown,2360,47.285071,10.139003
Unknown,2371,47.286224,10.135142
Kleiner Widderstein,2236,47.290811,10.136505
Bärenkopf,2083,47.300056,10.135763
Leistchamm,2101,47.1460532,9.2134123
Toblacher Pfannhorn - Corno di Fana,2663,46.782827,12.2845216
Col dala Piëres,2747,46.5843985,11.7828613
Nädliger,2321,47.237863,9.3635601
Fliskopf,2386,47.2410344,9.3676371
Ruchbüel,2106,47.2339545,9.3819704
Höch Nideri,2246,47.260838,9.3535511
Fälenschafberg,2104,47.2470948,9.3916783
Rot Turm,2002,47.251183,9.4016045
Freiheittürm,2105,47.2513113,9.3962504
Nadlenspitz,2030,47.24803,9.3956391
Marwees,2056,47.261295,9.4039231
Öhrli,2194,47.265446,9.3605231
Hängeten,2138,47.264916,9.3680381
Altenalp Türm,2033,47.270768,9.3784941
Kreuzberg VII,2064,47.237248,9.4118355
Mutschen,2122,47.2360668,9.4063629
Widderalpstöck,2131,47.2539151,9.4034758
Schwarzhorn,2460,47.0326561,9.8702581
Piz Titschal,2550,46.7082769,9.0301717
Piz Danis,2497,46.7376234,9.5072029
Gaiseck,2212,47.4686104,10.4699514
Lappi,2472,46.6850295,9.0713569
Dutjer Horn,2391,46.7517481,9.278247
Gammerspitze,2537,47.0551978,11.575901
Piz Cotschen,2768,46.6495037,10.3964879
Hasenflüeli,2412,46.94712,9.8452616
Seekarlspitze,2261,47.4572407,11.7779793
Spieljoch,2236,47.4558023,11.7729064
Hintere Steinkarspitze,2215,47.3815701,10.6619462
Vorder Bliistock,2405,46.9340961,9.1208101
Chli Kärpf,2700,46.9194871,9.093483
Gross Kärpf,2794,46.9167538,9.0933795
Viggarspitze,2306,47.2135201,11.4988592
Gampes Spitze,2624,47.0594407,11.5846067
Hohe Warte,2687,47.0624676,11.5893075
Sunntiger,2400,47.1054482,11.5373381
Schafseitenspitze,2602,47.1028586,11.5540354
Rauher Kopf,2150,47.0742047,11.5836662
Scheibenspitze,2489,47.1053904,11.5716242
Kahlwandspitze,2546,47.0559924,11.6134728
Steinernes Lamm,2528,47.0568444,11.6280704
Hirschstein,2281,47.150542,11.5314498
Piz Davo Lais,3027,46.8788015,10.2679497
Unknown,2898,46.8878136,10.2775594
Piz Mottana,2928,46.8903509,10.2887185
Palinkopf,2864,46.9501998,10.3093599
Nafingköpfl,2454,47.2191593,11.726538
Hoher Kopf,2373,47.2281042,11.7277867
Hobarjoch,2512,47.2050502,11.7035077
Halslspitze,2574,47.2045896,11.7303117
Dreispitzkopf,2604,47.2132994,11.7500604
Sonntagsköpfl,2244,47.2719649,11.7557406
Heimjoch (Mareitkopf),2004,47.346842,11.9824644
Pizzet,2910,46.6202675,9.9273331
Roßlaufspitze,2248,47.2393447,11.7241612
Alplköpfl,2141,47.2423579,11.7209541
Wildofen,2553,47.2250536,11.6738244
Kugelhorn,2126,47.448525,10.4702482
Rauhhorn,2241,47.4585184,10.4681893
Kälbelespitze,2135,47.4316,10.47539
Rote Spitze,2130,47.4431801,10.4996913
Hohes Egg,2820,47.0362833,11.0909912
Großer Kornigl - Cornicolo,2419,46.5177422,11.0267396
Kleingitsch - Piccolo Monte Cuzzo,2262,46.8542605,11.6738027
Hohe Munde Westgipfel,2662,47.3470483,11.0717258
Wiedemerkopf,2163,47.39012,10.41699
Weißlehnkopf,2002,47.3905254,11.2017641
Arnplattenspitze (Hintere Arnspitze),2170,47.3927699,11.2092105
Mittlere Arnspitze,2091,47.3941425,11.2156422
Seefelder Spitze,2221,47.3327905,11.2375528
Längentaler Weißer Kogel,3217,47.0700386,11.0860322
Crap Grisch-Planggenhorn,2861,46.654831,9.2327047
Tällihorn,2856,46.6456904,9.2393063
Pizzas d'Anarosa-Grauhörner,3002,46.5994757,9.3134342
Wisshorn,2988,46.5841692,9.2931782
Piz Beverin,2997,46.6525671,9.3579644
Bärenhorn,2929,46.5755124,9.232007
Chüenihorn,2412,46.9884859,9.8144206
Girenspitz,2369,46.9943191,9.8201182
Schafberg,2456,47.0029623,9.8156997
Öfakopf,2374,47.0377239,9.7958527
Drusenfluh,2827,47.0290453,9.8016617
Rotbühelspitze,2853,46.9160246,9.9590704
Kessispitze,2833,46.9025714,9.9913798
Hinterberg,2682,46.915917,9.9779628
Mittelberg,2657,46.9191999,9.9859225
Vorderberg,2553,46.9282512,9.9839943
Scheienfluh,2627,47.006442,9.8732878
Wiss Platte,2630,47.0096906,9.8709987
Mittagsspitze,2665,46.9624857,9.9506589
Schmalzberg,2345,46.9681839,9.9338602
Heimspitze,2685,46.961461,9.9661734
Valisera,2716,46.9609742,9.9558138
Kuchenberg,2523,46.9344975,9.9828758
Madrisella,2466,46.9595755,9.9862236
Unknown,2406,46.9559531,9.9869479
Burg,2247,46.9733272,9.9959066
Scheimersch,2420,47.0418731,10.005173
Schafboden,2400,46.9509967,10.0242073
Roßberg,2381,47.0361595,10.019975
Geisterspitz,2480,47.0405512,10.0203157
Luterseeberg,2480,47.0339794,10.0598329
Valschavieler Maderer,2769,47.0250086,10.0697805
Strätscherhorn,2558,46.5990029,9.2497776
Alperschällihorn,3039,46.5882095,9.307885
Bodenhorn,2698,46.5949335,9.2997311
Gelbhorn - Piz Mellen,3035,46.621389,9.306111
Plangghoora,2584,46.691924,9.2776811
Urkundkolm,3134,46.873797,10.8759525
Kleiner Gilfert,2388,47.2359215,11.7530837
Unknown,2737,47.1539646,10.9845124
Hohe Wasserfalle,3003,47.1652548,10.971795
Kraspesspitz,2954,47.1807406,11.0429989
Kuhscheibe,3188,47.0127289,11.0550043
Windacher Daunkogel (Vorgipfel),3301,46.9882236,11.0776744
Windacher Daunkogel,3348,46.9873994,11.0811454
Hinterer Daunkopf,3225,47.0043447,11.0964556
Kleiner Gaislehnkogel,3145,47.064146,11.0687459
Bachfallenkopf,3176,47.0739744,11.0874935
Winnebacher Weißkogel,3182,47.1107186,11.0624092
Naglerspitz - Naglerspitz,3252,46.5109044,10.4578426
Wurmaulspitze - Cima Valmala,3022,46.913973,11.6377879
Piz Rims,3050,46.7333483,10.3991312
Föllakopf - Cima Fölla,2878,46.7222366,10.427131
Unknown,2532,46.6731765,12.0319284
Gahwinden,2648,47.000402,10.8873197
Kapall,2333,47.1484294,10.2487419
Großer Tanzkogel,2097,47.3350342,12.2562251
Torkopf,2116,47.335636,11.9946051
Tinzenhorn,3172,46.6116133,9.6708008
Aussergsell - Monte Casella di Fuori,2007,46.6890323,12.3270926
Hennekopf,2704,46.9095618,10.1395315
Rohnspitze,2495,47.1534895,10.1001968
Wasenspitze,2665,47.1538193,10.1275143
Kleiner Grätligrat,2642,47.1683373,10.1276334
Kleine Wildgrubenspitze,2625,47.1724201,10.1209256
Große Grubenspitze,2659,47.1542442,10.1359465
Großer Grätligrat,2700,47.162592,10.1328758
Flexenspitze,2627,47.1593738,10.1373691
Hintere Hasenfluh,2544,47.1661559,10.1393796
Stierlochkopf (Gümplekopf),2354,47.1805701,10.1105429
Mittagspitze,2529,47.180156,10.1177265
Madlochspitze,2545,47.179208,10.122609
Seekopf,2206,47.1753016,10.1424921
Regalmwand,2227,47.5563055,12.3372818
Hintere Goinger Halt,2192,47.5687712,12.3239622
Ellmauer Halt,2342,47.5616377,12.3025296
Vordere Karlspitze,2263,47.563983,12.315917
Col de Lasta Gran - Colle di Lasta Grande,2311,46.6514072,12.0475912
Höllböden - Monte Chiaro,2710,46.8651959,12.2918527
Hochgrabe,2951,46.8489848,12.4215847
Kesselkarkopf,2703,47.1767734,12.3286445
Vorderer Maurerkeeskopf,3325,47.0785108,12.2691415
Unknown,2019,47.3562196,11.4221482
Rauher Kopf,2308,47.2502068,11.1346604
Peider Spitze,2808,47.2198206,11.1214391
Mitterkogel,2581,47.2234865,11.1420268
Malgrubenspitze,2571,47.1718424,11.296307
Torhelm,2494,47.2714499,12.0041001
Ochsenkopf,2469,47.2751106,12.0786186
Hochkünzelspitze,2397,47.271718,10.030463
Schönangerspitze,2264,47.4421375,11.011646
Roteck - Monte Rosso,3337,46.7235816,10.9842619
Altes Karl - Monte Campo Quaira,2031,46.8224832,11.6029124
Griften (Zupalkogel),2723,46.9501272,12.4430276
Kuhmesser,2246,47.3099345,11.7714187
Hollbrucker Kreuz,2581,46.701121,12.4306145
Füllhorn - Corno Copia,2445,46.7108524,12.4003553
Hollbrucker Egg,2573,46.7026034,12.4302807
Zenzerspitz,2393,46.7073041,12.4366283
Ampferstein,2556,47.1744437,11.3132609
Marchreisenspitze,2620,47.172863,11.3085376
Langschneid,2688,46.8934708,12.325207
Hofspitze,2819,46.9499851,12.3674792
Großes Degenhorn,2946,46.8688664,12.3930981
Wagenstein,2849,46.8761479,12.3994981
Rotegg,2796,46.8803721,12.4126302
Kreuzberg,2743,46.9459195,12.4914036
Karnase,2713,46.8824992,12.4210663
Hoher Eichham,3371,47.0537716,12.4066407
Hinterer Seekopf,3234,47.0706975,12.4088336
Hoher Zaun,3457,47.1000922,12.377606
Schwarze Wand,3506,47.1038414,12.3701663
Säulkopf,3209,47.048447,12.420127
Kratzenberg,3022,47.1526112,12.3996561
Hohe Fürleg,3243,47.1416474,12.3626553
Mot Tavrü,2420,46.708175,10.3066893
Großer Moosstock - Picco Palù,3059,46.9508105,12.0225521
Alvier,2343,47.1098082,9.414746
Rauher Kopf,2052,46.9522625,10.4838718
Aleitenspitze,2449,47.3111525,12.1170367
Rote Wand - Croda Rossa,2818,46.8646289,12.1795325
Hinteres Schöneck - Dossobello di Dentro,3128,46.5504076,10.6048
Wetterkreuz,2230,46.9022281,12.3332126
Tettensjoch,2276,47.1411682,11.7451831
Schneck,2268,47.3859171,10.382386
Himmeleck,2152,47.3824903,10.3839399
Schneck-Vorgipfel,2258,47.38483,10.38171
Kreuzjoch - Giogo della Croce,2084,46.6517279,11.2926261
Seebodenspitz - Cima Pian del Lago,2860,46.7581348,10.4819338
Steinkarspitze,2067,47.43852,10.5045699
Jaufenspitz - Cima Giovo,2481,46.8342731,11.3344087
Hofmannspitze - Cima Piccola,3113,46.9427241,11.1746937
Kleine Kolbenspitze - La Piccola Clava,2818,46.7762257,11.1535085
Mutspitz,2265,46.7796096,11.1786058
Matatzspitz,2178,46.7861982,11.1920388
Kreuzspitze,3084,47.0635223,11.1824513
Hochzeiger,2560,47.1455818,10.7952574
Sechszeiger,2392,47.1659496,10.7837477
Rappenkopf,2320,47.0422792,10.8445131
Piz Motnair,2789,46.9366292,10.3862637
Bürkelkopf,3033,46.9894685,10.3476241
Kleine Aifnerspitze,2558,47.107405,10.7208516
Hohe Aifnerspitze,2779,47.1044136,10.7311296
Plangerosskopf,3058,46.9989047,10.8010337
Rosskopf,2305,47.0522465,10.8323578
Sulzspitze,2084,47.4622418,10.5365145
Tschamatschkopf,2145,46.9989214,10.2924192
Seebichel,2111,47.2879221,10.2524866
Col Quaternà,2503,46.667348,12.4723734
Laufbacher Eck,2178,47.3935621,10.380816
Abretter,2980,47.1503401,12.4345322
Gampenkofel,2281,46.7634308,12.3329302
Gantraste - Pausa Ganda,2130,46.7055556,12.2668138
Haunoldköpfl Ostgipfel - Piccola Rocca dei Baranci Cima Est,2158,46.701495,12.2913074
Lungkofel - Monte Lungo,2282,46.6982015,12.1785648
Rosszogel,2170,46.7793597,12.2364941
Grüblspitze,2395,47.157419,11.6931649
Zehnerkopf - Cima Dieci,2675,46.7888427,10.49183
Gamper Spitz,2662,46.7897038,10.491427
Golfen - Monte Calvo,2469,46.785401,12.2556455
Hönigspitz - Punta del Re,2698,46.7309862,11.2734119
Zendleser Kofel - Col di Poma,2422,46.6394148,11.8014727
Schwarzhorn,3032,46.6179286,9.302472
Piz Signina,2848,46.7241558,9.2841202
Piz Fess (Bös Fess),2880,46.727633,9.2888657
Chli Fess,2873,46.7278925,9.2896855
Äußerer Grieskogel,3104,46.902144,11.0057275
Schollenhorn,2732,46.5645641,9.2736593
Steilerhorn,2980,46.584418,9.3149654
Teurihorn,2973,46.5766897,9.3188277
Cufercalhorn,2800,46.5949909,9.3333117
Zervreilahorn,2898,46.550654,9.061357
Tällihorn,2820,46.5666165,9.2284993
Diedamskopf,2090,47.346454,10.02562
Riepenkopf,2900,47.0454397,11.668531
Col dal Lé,2175,46.7150111,11.840031
Tristkogel,2096,47.3681447,12.4770381
Muot da l'Hom,2330,46.7903793,10.1980126
Eisenreich - Montagna del Ferro,2665,46.6873014,12.4689554
Mairspitze,2797,47.0021107,11.2068751
Marchsäule,2598,47.1362769,11.2400406
Pezid,2770,47.0203218,10.5132367
Riefenkopf,2654,47.0185716,10.5275701
Kleine Halt,2122,47.56754,12.2974082
Gamshalt,2289,47.5645399,12.3001049
Foostöckli,2536,46.9545635,9.2367582
Pleisenspitze,2569,47.4086751,11.3419509
Crëp da les Dodesc - Zwölferkofel - Punta delle Dodici,2384,46.6135193,11.8413265
Schilt,2299,47.0443365,9.1122728
Tristli,2286,47.0451459,9.1101047
Kopfkraxen,2180,47.5622152,12.277786
Auf Sömen,2798,47.1475445,11.1699125
Signalgipfel,3392,46.9681212,11.1929738
Sattele,2461,46.7003387,11.4564744
Lavinores - Sas dla Para,2462,46.6248512,12.0746803
Karlespitze,2152,47.3528832,10.390418
Murtaröl,2579,46.6642144,10.0968893
Tapenkopf,2247,47.3326395,11.9358027
Standkopf,2241,47.3351567,11.9287938
Kleiner Galtenberg,2318,47.3312129,11.9717194
Gamskopf,2205,47.3322471,11.9425724
Gorfion,2308,47.0781382,9.6186837
Garselli-Turm 2,2040,47.169858,9.5700985
Ochsenkopf,2286,47.114693,9.6246738
Krummer Turm,2477,47.3199166,10.3432506
Rotwand,2262,47.3104567,10.4296148
Tofana di Dentro,3238,46.5572025,12.0643668
Riepenspitze,2774,46.8477231,12.2967059
Rotes Kinkele,2763,46.8421515,12.3706421
Rote Spitze,2956,46.8763405,12.34435
Glarner Vorab,3018,46.8798464,9.1530031
Laaxer Stöckli / Piz Grisch,2898,46.8830939,9.2041344
Vordere Steinkarspitze,2181,47.3865438,10.6632985
Egger Jöchl - Giogo di Dosso,2057,46.6872682,11.2394597
Pihapper,2513,47.2340895,12.4612746
Torre Grande,2361,46.5090754,12.0518683
Gerlosstein,2166,47.1942165,11.9238569
Piz Dolf / Tinserhorn,3028,46.9033284,9.2667017
Störes,2185,46.5305535,11.9231454
Elferspitze - Cima Undici,2926,46.7765768,10.4876034
Ciampani,2668,46.5963953,11.8478209
Sextner Stein - Sasso di Sesto,2539,46.6389935,12.3082242
Schillerkopf,2006,47.1427502,9.7212033
Wildspitze (Nordgipfel),3757,46.8866827,10.8676639
Seespitze,3021,46.9482637,12.273625
Gundkopf,2063,47.4193665,10.333058
Unknown,2023,47.41602,10.3513
Kleiner Seekopf,2096,47.40143,10.35639
Großer Seekopf,2085,47.40582,10.35473
Lachenkopf,2111,47.39483,10.37171
Balken,2172,47.38883,10.43009
Südliche Balkenspitze,2324,47.38555,10.4313394
Weittalkopf,2289,47.38445,10.42495
Obere Gottesackerwände,2033,47.37617,10.11713
Großer Valkastiel,2449,47.1008807,9.8056853
Steintälikopf,2432,47.0963263,9.8017313
Pfannenhölzer,2029,47.44727,10.39847
Älpelekopf,2024,47.439,10.4549
Schänzlekopf,2070,47.4181469,10.4534522
Sattelkopf,2097,47.41355,10.43845
Kirchturm,2013,47.4360105,10.4739205
Salober,2088,47.39785,10.38808
Bergächtle,2007,47.40753,10.39445
Laufbichelkirche Südgipfel,2029,47.43185,10.38557
Heubatspitze,2008,47.4589308,10.3810226
Leilachspitze,2274,47.438712,10.5463089
Östlicher Krottenkopf,2180,47.4352177,10.5353926
Krottenköpfe Vorgipfel,2087,47.433971,10.529223
Gösleswand,2912,46.9794623,12.295401
Schäfer,2081,47.499553,10.621844
Kellenschrofen,2091,47.498109,10.6371681
Babylonischer Turm,2076,47.498122,10.636008
Karretschrofen,2034,47.5187338,10.630915
Unknown,2150,47.4322302,10.3677778
Großer Wilder Nordgipfel,2370,47.37172,10.38791
Hinterer Wilder,2359,47.36719,10.38915
Muttakopf,2525,46.9697301,10.4466664
Morgenkopf - Monte Mattina,2493,46.6526304,12.2907536
Gantkofel Südostgipfel - Cima Ganda Sud-Est,2697,46.6921528,12.2667834
Schwalbenkofel Nordgipfel - Croda dei Rondoi Cima Nord,2769,46.6549144,12.2686197
Südlicher Bullkopf - Cima Bulla Sud,2848,46.663321,12.2607957
Nördlicher Bullkopf - Cima Bulla Nord,2817,46.666231,12.2599186
Hochebenkofel - Cima Piatta Alta,2905,46.6802201,12.257035
Schwarzkopf,2805,46.7418169,11.1017469
Sextener Rotwand Gipfelkreuz,2936,46.6453028,12.383275
Schottmeiler,2306,47.231303,12.35667
Breitkopf,2421,47.2283409,12.3596891
Zwölferkogel,2281,47.2358751,12.3531933
Rothorn,2239,47.2522063,10.0417547
Rossköpfe,2006,47.255445,10.037994
Karspitz - Punta Corno,2620,46.8859653,11.6632202
Seefeldspitz - Cima di Campolago,2719,46.8887591,11.6499411
Rotwand - Croda Rossa,2926,46.9030568,11.6420426
Grabspitz - Cima Grava,3059,46.9389756,11.6145219
Ribigenspitz,2939,46.8980507,11.6413895
Rosskopf,2839,46.9197612,11.6327
Nock - Monte Campanella,2531,46.8780419,11.6657523
Pfannespitz,2709,46.9211767,11.6266666
Schöneberg,2282,47.271224,10.012481
Disnerhöhe,2105,47.2372123,9.9998164
Giglturm,2112,47.265613,10.033208
Ruchenwannekopf,2179,47.274173,10.004547
Kunkelspitze,2016,47.261895,9.992061
Glattjöchlspitze,2106,47.2622951,10.0219799
Tullen,2655,46.6535323,11.7751165
Neblnock - Dosso Malo,2615,46.8953286,11.7532147
Dengelstein - Monte Dengolo,2698,46.9111547,11.7376155
Grinth - Cima Zappa,2620,46.898344,11.7484844
Eisbruggspitz - Cima Ponte di Ghiaccio,2787,46.9331204,11.7421102
Schwarze Riffl - Scoglio Nero,2744,46.9181104,11.7383904
Hörndle - Cima Gelata,2603,46.9047933,11.7420176
Ebenkofel - Dosso Piano,2463,46.668272,12.2411658
Großer Rautkofel - Monte Rudo Grande,2818,46.6477078,12.2688534
Unterebenkofel - Cima Piatta Bassa,2581,46.6681568,12.2732589
Mitterebenkofel - Cima Piatta di Mezzo,2858,46.6763876,12.2645924
Nasswand - Croda Bagnata,2254,46.6702742,12.2329972
Südlicher Gsellknoten - Cima di Sesto Sud,2855,46.6752996,12.3264701
Sasso di Landro - Zinnenkopf,2731,46.6184005,12.2926374
Große Pyramide am Helltaler Schlechten - Grande Piramide di Valchiara,2711,46.6653007,12.1963479
Sambock - Monte Sommo,2396,46.8547575,11.8959924
Schwalbenkofel - Monte delle Rondini,2481,46.6842404,12.130111
Gametzalpenkopf Nordgipfel - Monte Alpe del Camoscio Cima Nord,2590,46.6891388,12.1093336
Kleiner Rosskopf - Piccolo Sasso Rosso di Braies,2450,46.6829903,12.1156496
Großer Rosskopf - Sasso Rosso di Braies,2559,46.6867513,12.1183376
Kleiner Jaufen - Giovo Piccolo,2366,46.6662253,12.1206322
Röteck - Cima Rossa,2930,46.949872,11.6882213
Felbe,2849,46.946029,11.6300002
Engberg - Monte Stretto,2816,46.9507274,11.6776092
Westlicher Hochwart - Monte Guardia Alta Ovest,3045,46.9503378,11.7139692
Rotes Beil - Punta Rossa,2949,46.9527868,11.6607253
Pockshorn,3021,46.9534527,11.723994
Östlicher Hochwart - Monte Guardia Alta Est,3068,46.9508333,11.7197676
Hohes Aderl,3506,47.1019643,12.3500609
Piz da Peres,2507,46.7118045,11.980017
Thaneller,2341,47.4265128,10.7242298
Westliche Törlspitze,2427,47.4126395,11.1301239
Piz Lad,2882,46.5710467,10.4096457
Piz Val Gronda,2880,46.56245,10.4526638
Piz Turettas,2958,46.5867989,10.3350799
Piz Quattervals,3165,46.6272562,10.0948376
Piz Dora,2951,46.6050447,10.306192
Cucler da Jon dad Onsch,2827,46.5644491,10.3247662
Piz Minschuns,2934,46.5809038,10.4834328
Mon'Ata,2730,46.5856826,10.2681072
Piz Calderas,2794,46.581639,10.4692173
Cima del Serraglio,2685,46.592333,10.2420544
Piz dal Lai,2826,46.5548554,10.3851044
Piz Costainas - Furkelspitz,3004,46.5622664,10.4749463
Piz Pala Gronda,3002,46.578372,10.2936677
Munt Chavagl,2542,46.6441336,10.2340819
Munt Buffalora,2629,46.6270687,10.2500611
Piz Praveder,2764,46.5618342,10.3717414
Wildengundkopf,2238,47.31284,10.29192
Piz Forun,3052,46.6553074,9.8649438
Padauner Kogel,2066,47.0428627,11.5072631
Pupo di San Lorenzo,2377,46.5127582,12.3835476
Monte Ciarìdo,2504,46.5138557,12.3861869
Kompfoßspitz,2561,46.8681732,11.7789458
Donnerschlag,2585,46.8733576,11.7758401
Steinspitz - Punta del Sasso,2509,46.8657543,11.7787156
Piz Glims,2868,46.7871499,10.0680884
Südlicher Schwarzer Kopf,2947,47.1671835,10.4695986
Schwabenkopf,2701,47.1992452,10.4948875
Oberer Bocksgartenkopf,2888,47.166037,10.4781406
Stertekopf,2765,47.1615721,10.4713698
Pleisshorn - Corno di Plaies,3160,46.5142888,10.5235208
Muttner Höhi,2000,46.679874,9.4804312
Östliche Marienbergspitze,2561,47.3504863,10.9159595
Wamperter Schrofen,2520,47.3545588,10.9142474
Handschuhspitze,2319,47.3402845,10.8825436
Riedspitze - Cima Novale,2490,46.9289451,11.4977327
Daxspitz - Punta del Tasso,2645,46.9541811,11.5017951
Amthorspitze - Cima Gallina,2748,46.9444944,11.5022725
Sonnspitzl,2556,47.4196316,10.9710255
Kaiserkopf,2389,47.4230856,10.9760837
Wetterwandeck,2698,47.3981048,10.9771855
Kappler Kopf,2404,47.0606388,10.3255244
Grantspitz,2653,46.8750198,11.5925437
Dreiländerspitz,2666,46.8869752,11.5807758
Nornspitz - Monte Domenar,2718,46.880891,11.5924184
Terner Nock,2596,46.8768891,11.807008
Graunock - Monte Grigio,2872,46.8863011,11.7889081
Kempspitz - Monte Pausa di Gruppo,2704,46.87838,11.7927436
Warenkarseitenspitze,3347,46.9796917,11.075894
Hoher Nebelkogel,3211,46.9789036,11.0640376
Dannelspitz - Punta di Dan;Höhenwindstation Pfunders Dannelspitz - Stazione meteo di alta quota Fundres Punta di Dan,2808,46.9435164,11.6871374
Fassnacht - Monte Botte,2537,46.9276943,11.6706029
Weißwand - Croda Bianca,2458,46.9305837,11.6876132
Königsanger - Monte del Pascolo,2436,46.7064706,11.570479
Hirzer,2725,47.2178551,11.6632104
Großer Mittager - Monte Catino,2422,46.6842329,11.3101952
Lampsenspitze,2875,47.1560862,11.0956515
Gorfenspitze,2558,46.9553801,10.1755219
